speaker_id,final_split,utterance_count,duration_seconds,provenance_composition,duplicate_file_count,utterance_bucket,eligibility_status,eligibility_reason,selection_hash,split_seed,split_version
375,train,30,90.000000,train=30|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,9d2e6fe456aea9d66e45edb92ec6e1b869efc396c6687af7bf68c7431e618430,20260729,v2
376,train,116,348.000000,train=116|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,902b57c3103701a7e5387e4b42217dcab8de130a36f23a0e8abfb36f5fffd708,20260729,v2
377,train,36,108.000000,train=36|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,58c7efb23ae5d6b5763661ff27a6403a126e83f6895504d36ea228137fdfdd72,20260729,v2
378,train,75,225.000000,train=75|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,f8ddce67cf620eef85d164746a48ddf5e2b451b8b4cd45b4d72bee15b5a64aac,20260729,v2
379,test,185,555.000000,train=185|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,3b1c48a5fc1ed074313878f67a3e001cc7c95723d76e345a0d6aefea3dd5e0ee,20260729,v2
380,train,10,30.000000,train=10|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,f0664cd9f9c7006de5d05cd8b8bd02edbfc8dd13e3b6c1a1c704b412111d861e,20260729,v2
381,train,58,174.000000,train=58|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,a95ae7e700f3946385f21c4d6e8f89783a72c102ec24c19c92490fc2c9026ed8,20260729,v2
382,train,11,33.000000,train=11|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,c1d2418d7ca336d14e52d80f9c6017bd930e7e1313a98f232797eb69712da368,20260729,v2
383,train,141,423.000000,train=141|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,ea0a4dd2fd0c58a5ce5610f890c4361c31ff0c7b65655a90beb226776b190508,20260729,v2
384,train,59,177.000000,train=59|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,808321d7a0c45cf0c791688ca10ea9c702547cbf43ce4465d2965299788ae0b2,20260729,v2
385,train,332,996.000000,train=332|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,b5f77218a40dd0f24be355652b3772aaf9d3f74fcb5d8919bc5f57929d231252,20260729,v2
386,train,520,1560.000000,train=520|train_small=0|part=0|test=0,0,500+,eligible_train,at_least_2_utterances,950667b73403f590f5978dc3341c9d36dafb572fc7050be22a696e6bac422ab5,20260729,v2
387,train,119,357.000000,train=119|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,801c7c5fe440481cdbab6a76a8108cc26bec8def0bb1e768d55b8683ca0985a3,20260729,v2
388,test,23,69.000000,train=23|train_small=0|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,26e44b481a2a58aa94f1918d5f1613bf1013e9da249610d226abb77761d27f70,20260729,v2
389,train,70,210.000000,train=70|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,560e8d4549b656bf8619033041d99b52dfbef30c9c1eb107d8602f5d0f1ce442,20260729,v2
390,train,152,456.000000,train=152|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,a0a419e6cc30f6c8e4f38357121d3b157a9427db3878f5ee85f8e2d3ed4872d5,20260729,v2
391,train,29,87.000000,train=29|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,49943f72e2e5f450a7993e0fdf4da9657a6d1b898da022f3d5c9a4085cb7a2a9,20260729,v2
392,test,46,138.000000,train=46|train_small=0|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,274ad3f645c52d5386139213f6e204b24451d02d93e419101028873d57d6286d,20260729,v2
393,train,61,183.000000,train=61|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,6f6e50274d912861ac62f3d57ce48ca7b3b09965a7a899b969d343a52dadcbc5,20260729,v2
394,train,82,246.000000,train=82|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,4ec84bdca606f75fe30f15fda317ccb442f81109a7d56b69eb4b50bf09e64c14,20260729,v2
395,test,118,354.000000,train=118|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,30da80b73ed4907083fa33bca20ffde2a2ed22581307eeae5c318c47885f36a4,20260729,v2
396,train,175,525.000000,train=175|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,830a03d48d6812cb36ffb68dd05512f67cd51165ad53800bb75912e6a4c0aa77,20260729,v2
397,train,51,153.000000,train=51|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,f1e1e03ffef4c873a36aa19702ce9ea6095f8a85d9b3ae56b2f75db27ce9c015,20260729,v2
398,validation,124,372.000000,train=124|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,2809237f48e8d435a4d5e55144b06a2946f989a8fec6dccdc2cda91ea7843a93,20260729,v2
399,train,489,1467.000000,train=489|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,f87d2b624fff71e5f37b784fce25d9b3939a1a2b75e4236f9fe93ef8d08ab70e,20260729,v2
400,train,515,1545.000000,train=515|train_small=0|part=0|test=0,0,500+,eligible_train,at_least_2_utterances,98c45f5fb9b9b5cbfc76f8fa21cf10d265fc69913cf8d063a8fe9f1913c447bd,20260729,v2
401,train,60,180.000000,train=60|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,d4ff21872eb50724a72bbaf8dd818bddb6582878b9d12685e4054e22d292cd5f,20260729,v2
402,train,86,258.000000,train=86|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,9bc64629389e03ceae4ab7e32c727885bbf544eafceaac006ccfef91df25ed40,20260729,v2
403,train,4,12.000000,train=4|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,a6401c12c60198bff91c924347e40a5ddcefe081848201cd17a1a026f61fe8f5,20260729,v2
404,train,36,108.000000,train=36|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,5d780eb441d3133437d4be854b76cf78c4f73f24c4348798d86936d8bace12c1,20260729,v2
405,train,289,867.000000,train=289|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,521828a2cb357b10a8da67b279e5967059f24307d2e1423db1b09ee4cc6ff4ae,20260729,v2
406,train,8,24.000000,train=8|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,324f9e89a56494f32268481eb936b78b97b39bb21b846cd9ec8bb2509c4e60db,20260729,v2
407,train,401,1203.000000,train=401|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,e572d93ce86fbd1737db394cf1bef7b69b08e927aef431ebcb5e3520988bfae2,20260729,v2
408,train,309,927.000000,train=309|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,e465d4846b3510c66b47422e8e9f374b5d2ff2c143ce87c311f4d17d2b6270c1,20260729,v2
409,train,26,78.000000,train=26|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,9705f387ae31f1162d239fb1ca21fdfd06b894ced04a9a69cd4e850770b14798,20260729,v2
410,test,39,117.000000,train=39|train_small=0|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,279ae8000ed6f797668918d807ed393507b316a9c918821d85d1bcaef92594a9,20260729,v2
411,train,8,24.000000,train=8|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,285800c1d483da1244d08bd26cfbf1daa17ecad1caf35b244849f8c35a516450,20260729,v2
412,train,11,33.000000,train=11|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,5cbcf78bbcbb3a1906e1851bc433bfe9283c48a7dfc24e9288e44ad541fbbc87,20260729,v2
413,train,98,294.000000,train=98|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,b2b63707c1604b5ab76dc20085d46ced1c6ad44d6eac76eb581436ee66844a05,20260729,v2
414,train,69,207.000000,train=69|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,7f5ee97cc144d5ecc3437caaf4344d9ad8e119e58be32c944b08c374cf4b6a81,20260729,v2
415,train,172,516.000000,train=172|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,c14b21b3dc172c774b5c335a03031b329563a90bc85ec16bfb98475becf6f77c,20260729,v2
416,train,167,501.000000,train=167|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,98670bdad9557737a3f52739cbb3804a6d23b4a2ead55fce91f6899a0a51b0b2,20260729,v2
417,validation,109,327.000000,train=109|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,1b0ce7f8a3db5058ef04e47bce271363bb865e6b16ced84031a60f5dc95f2d8e,20260729,v2
418,train,14,42.000000,train=14|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6ec1e970468fe71e24630b3f3fbb1dc8d33f38589a82f317a88ef81406ef4b1e,20260729,v2
419,train,426,1278.000000,train=426|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,b49860482ea5402fa67543f10597c6cab062adea0e314e21c8dd8f8b7b94e900,20260729,v2
420,validation,517,1551.000000,train=517|train_small=0|part=0|test=0,0,500+,eligible_evaluation,at_least_20_utterances,3054facf388de67b2ba82af439636d4f2d3efe8f32ca802579d8831120ae50fc,20260729,v2
421,train,139,417.000000,train=139|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,7a7385b391a85ae8c792641ce26cb61f0fe22cce4a25b0d40f866668d2a593d5,20260729,v2
422,train,461,1383.000000,train=461|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,9d381dd9095dc011362fb446a7f4d7c2c25803110d7fca5c4546fdff713569ee,20260729,v2
423,train,42,126.000000,train=42|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,e114023403ebf6260eec96842aff7dcef80d8aa19543ec44f6124e06601c7dc1,20260729,v2
424,train,162,486.000000,train=162|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,70b72d7fdd05b91e0204c1fe5c652f7e2776682d6fb30cdfd1fc8967533efc0f,20260729,v2
425,validation,82,246.000000,train=82|train_small=0|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,02e0d8f418fbb686fe84cff75005d8b3852a6be65f338743da6a16ecaf6e6278,20260729,v2
426,train,152,456.000000,train=152|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,5e967f09c1daece45aff0af0c799fb266dca20ae3a41b173a7d091e475c41661,20260729,v2
427,train,193,579.000000,train=193|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,6d2315562b3d449f9d55b02ee45a3e7b627b132b249ecc41e4a867f7bb7dfbb7,20260729,v2
1000,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,34158f55b07bfeef9bea4072d3e384cc3e2521473c7a147ac21f670c76d50caf,20260729,v2
1001,train,3,9.000000,train=1|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,c7596fa40d9a2a20aed06e5190cf497502a6fba4c7b51a6ac36f7bbe3f0e23d0,20260729,v2
1003,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,3b75975437c346e9eb5084573e45e478ef7db5b9f9fea0f9a35e9ad11e56a38b,20260729,v2
1004,train,4,12.000000,train=2|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,281a07e64f6855455c683ab267418c0d6777ce2aab5a294e32cbd3a682e4d33a,20260729,v2
1005,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,5c6e172a0f84e0a294f955c4c4f277fc3ff541bd5d0c4e238c68250f595106bd,20260729,v2
1006,train,217,651.000000,train=107|train_small=110|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,f26fb9fb7b23cd0ee7ef3db2142e4bf7862a6fa7a0b9f225981e19dfe8b012d9,20260729,v2
1007,train,13,39.000000,train=6|train_small=7|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,c31e254ae7e3ec07b3f8e0c1cd3fdcbb4d779df1f16935fdb6b18f29965b32fb,20260729,v2
1008,excluded,1,3.000000,train=0|train_small=0|part=0|test=1,0,1,ineligible,singleton_speaker,6375a24fe4f084b61f095896cf1ad60b207fe572ef937ae636fd5864fe127e99,20260729,v2
1009,train,18,54.000000,train=10|train_small=8|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,1a8cfc5f8237c239277dbc565e481665688188d0719522c2c776fa17b7de4e73,20260729,v2
1010,train,2,6.000000,train=0|train_small=0|part=0|test=2,0,2-19,eligible_train,at_least_2_utterances,c6ceb34989b8bb5b61f810c1b231a16ff33be12f21c51dde617964391487180d,20260729,v2
1011,train,5,15.000000,train=3|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6efb371b87d5a8660143438353cf4e320e1be44fc03d1972eb1a0f7681d7b986,20260729,v2
1012,train,2,6.000000,train=1|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,48452d03f4fac5dc3a42e8b82fce62498730dcf1da3a36fe49dc4c9b30418505,20260729,v2
1013,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,6c9cf44a7c1a994ba94929e88e1849a2f2e66f8fe4e2348da0d14458a94fac2c,20260729,v2
1014,train,6,18.000000,train=3|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,451ee3fe0d740c01bab1ddda232f01d5a9d04f397ab5a97fffcc1e15d6469bff,20260729,v2
1016,train,3,9.000000,train=1|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,8d1c8d6855a1e4c6c2bffbcc1f9b9da3463484f0c2e073cc276e03ffb43151a2,20260729,v2
1017,train,4,12.000000,train=4|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,b05fa70c89b9298a9894a01e828e908a1affa573b3cf818bd0712f215d76ed3e,20260729,v2
1018,train,11,33.000000,train=4|train_small=7|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,c1642be3f4ffb2033d3c7844df55e2b87cc24ff46205e1babf3c3dbfe323c9d5,20260729,v2
1019,train,2,6.000000,train=0|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,60520567a1d3bddda08bf34b5ca9b6700312a0cfb779beeb3fc594b5564a8400,20260729,v2
1020,train,28,84.000000,train=28|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,d8b7fdb6c160791535243689184de249bf42581f7e4e08f44e410445c1eca6c5,20260729,v2
1022,train,9,27.000000,train=5|train_small=4|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,1f79dda95d0ca5ab565a9a9c27e2b6fd8d70d5da38ca22ada0ac8b5cd1e42efa,20260729,v2
1024,train,26,78.000000,train=0|train_small=0|part=0|test=26,0,20-49,eligible_train,at_least_2_utterances,5f7a8870706a9c5a9571e2522a446b90c77300e0fd008330254af5394b74ae2c,20260729,v2
1025,validation,47,141.000000,train=24|train_small=23|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,039ae85756272225feb8371f04f5765910373bf7f0d1520af2493198ffe35fab,20260729,v2
1026,train,11,33.000000,train=7|train_small=4|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,059037cd0578386686d9655b025aca9010e784762ab85fd8e1fab7dc4dbbf517,20260729,v2
1027,test,272,816.000000,train=0|train_small=0|part=0|test=272,0,200-499,eligible_evaluation,at_least_20_utterances,2d339918ae2cf7ae9106ac985f5624fc1a0a6e1e1c69ff8025205f80475330dd,20260729,v2
1028,train,108,324.000000,train=59|train_small=49|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,fb9cef994cf22af01b08eb7c302777e75d76f1fda2a095d756cf9fe88a8358f9,20260729,v2
1029,train,533,1599.000000,train=436|train_small=97|part=0|test=0,0,500+,eligible_train,at_least_2_utterances,ae39679022b2cfe3b362dc6a34db1ff1e2d5245a347540d5113ddc977a52741a,20260729,v2
1030,train,293,879.000000,train=155|train_small=138|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,4f12aed744e02e55f8ebfe51b2d14db9f379126c56605e288261b4bf5f2ac42e,20260729,v2
1031,train,51,153.000000,train=51|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,e84af9f05e1555a92eca1ae2e141608efd3ee01a5e75b05893dc7a609f7be853,20260729,v2
1032,train,90,270.000000,train=90|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,739a38359fd9273e278ccde9aefd4796afa4ed7f4ea726364d24db0d8658e942,20260729,v2
1033,train,102,306.000000,train=54|train_small=48|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,cbfa60dcf40b56f4785f037f2a9eeb03bd6a8077a8e6a5ed44bf1cad07ead010,20260729,v2
1034,train,26,78.000000,train=26|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,ef8e4b82ee94c63928235ce2b3f72c888c10fb57e3ff0d4184f435ed22ca4639,20260729,v2
1035,train,30,90.000000,train=0|train_small=0|part=0|test=30,0,20-49,eligible_train,at_least_2_utterances,72aee583f364beef205c1e20f7c5fff7c12d7f86bf373f3c05e805648c1ee1f6,20260729,v2
1036,train,41,123.000000,train=18|train_small=23|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,444b05f7a50594dac0b1299cf88b3db79d4f7c52f55ed56029b51a1f4ae6b9d2,20260729,v2
1037,train,13,39.000000,train=6|train_small=7|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,ecbbfc6a760bbaab1c9f4b76a1b30d8dd562f4fc12966290915dde95ad7548a0,20260729,v2
1038,train,33,99.000000,train=33|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,c3908b5c201d9510661ffd2f9d0efdb7b344f739451e3bb228430e50b7ecae4b,20260729,v2
1039,train,47,141.000000,train=0|train_small=0|part=0|test=47,0,20-49,eligible_train,at_least_2_utterances,dea494f9a60ccb860f3902e4c9b3a11406b9da34a291d7e52fa0c1a9d9e925c7,20260729,v2
1040,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,ee7d992d502af98f8e7b820b8e00eb8c39b88554228e97d31362a1d2d6b90a6c,20260729,v2
1041,train,44,132.000000,train=25|train_small=19|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,ff4a5a780528eaa3a30bde7b58d54bee8ca6c7b520478bd8e7ad16e6a33b7629,20260729,v2
1042,train,70,210.000000,train=37|train_small=33|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,e4992ae14ede58fd56f46feb78e99b45189613dad596997ccaa790a0d4b0a580,20260729,v2
1043,train,14,42.000000,train=14|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,a24640bca727cfb6a97ae419a0f4166768719c1ae34603cedd4598f5e673e751,20260729,v2
1044,train,26,78.000000,train=12|train_small=14|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,5c8b85ded19aed57b4d21a283b3c7ed5a517056bb4923b01ef8a9cfb502c10ba,20260729,v2
1045,train,23,69.000000,train=13|train_small=10|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,f3b6844c92a3163e7c7a4cca72733dc8c9b6c391660f8c2c25e6a5eba67f5ab1,20260729,v2
1046,train,21,63.000000,train=11|train_small=10|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,998de34125fcf073b9a7d953b8ab6ebf286f86d5bd595b3262b936019b74912f,20260729,v2
1047,train,28,84.000000,train=15|train_small=13|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,c07a8216cc4a1e573a136f8da5bc17a49765dc4e9a1b4aee36f4a27042550127,20260729,v2
1048,train,5,15.000000,train=0|train_small=0|part=0|test=5,0,2-19,eligible_train,at_least_2_utterances,a7d692468d598d96ffd20b069e0a4b2195c519963819558125a8da57933c38bc,20260729,v2
1049,train,8,24.000000,train=8|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,36e74632e7d251185efeb8f5847673589360d98309cd53749ef6c036bc83c793,20260729,v2
1050,train,8,24.000000,train=8|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,62255ad5b11283d81469a6323868441f229593de6d998231db1f4ad8007d1923,20260729,v2
1051,train,15,45.000000,train=7|train_small=8|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,2b75ef0291b21f8b6158ff1b1413422ac2633bba21fcecf036e5a06f1aba6ea2,20260729,v2
1052,train,9,27.000000,train=5|train_small=4|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,579b3ecb2fdabd6a6d588bf4bf3f93fd90255d806cff66aa0518758f1ad636c0,20260729,v2
1053,train,4,12.000000,train=0|train_small=0|part=0|test=4,0,2-19,eligible_train,at_least_2_utterances,cb373d4691d9be53fd6b7052e4817cf076d67d5b52feb918306b5d0517141859,20260729,v2
1054,train,3,9.000000,train=3|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,b3f4359f86c3696a70e2a46bbd16f830638bef987f39de314af0598c0eaa96d9,20260729,v2
1055,train,5,15.000000,train=4|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,07b3ddfc6edfc0b9e6925923b8edf734da9949d7ffe5793fb33c15334388bee9,20260729,v2
1056,train,6,18.000000,train=4|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,241f4e28fc655f2ffe996314bc1f25c0bb3ca0ef9177beee0be03f85ab39be67,20260729,v2
1057,train,194,582.000000,train=194|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,65bd3f524692c2c537ae8e12f0b53a4fba88996658ca0dddd4827bf6e84fcfac,20260729,v2
1058,train,212,636.000000,train=0|train_small=0|part=0|test=212,0,200-499,eligible_train,at_least_2_utterances,7d84aeccc72dcd9d4825e8d3234c345770c51ab031d94047ddf0ef420533de27,20260729,v2
1059,train,192,576.000000,train=0|train_small=0|part=0|test=192,0,100-199,eligible_train,at_least_2_utterances,f70d96d9e59e74c2f329cfe0807af3fafcd8497433f958ee4905106181ff63f2,20260729,v2
1060,train,196,588.000000,train=196|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,eea9be3327b786666c7edd520ac737bc55fae8e8cd66f8b0c38b29bfda45c06a,20260729,v2
1061,train,390,1170.000000,train=229|train_small=161|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,d4433ceb897831df6ebc368a266d9c1dbb45bce604e249e24cc331d08b499a76,20260729,v2
1062,train,203,609.000000,train=203|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,9882f615a603370ee7fe5e6baa312f9ada7b5bab0114fb7e6418ec1b47296c39,20260729,v2
1063,validation,174,522.000000,train=174|train_small=0|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,13fb8ca39749682304d06c10d6e7593b39a9ab2fb3f1bbd13f842143841929ed,20260729,v2
1064,train,170,510.000000,train=170|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,e80fd30ed5a6e96e817ecc6bf20a471e54b9c83e6b9b6bda1a3b52608282ec13,20260729,v2
1065,train,110,330.000000,train=110|train_small=0|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,811d3577e1b9abec0a2bca6ed688cd30237be9c23c2397ede5f77447976fa121,20260729,v2
1066,train,4,12.000000,train=4|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,49bb56c4358e41dfda699fd10b9c0c34edf7f443fb651b64c621e3e9d2ea3a88,20260729,v2
1067,train,8,24.000000,train=6|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,b5d17dc2026b7cd56329ead2002212cf6bbec4266ff9e87c591bd307b4eeffab,20260729,v2
1068,train,156,468.000000,train=0|train_small=0|part=0|test=156,0,100-199,eligible_train,at_least_2_utterances,ca3e4ce746f884e7e26c2b2b38528126fdd77ec54838b3f529c44db2838aa675,20260729,v2
1069,train,154,462.000000,train=0|train_small=0|part=0|test=154,0,100-199,eligible_train,at_least_2_utterances,90c58407179ff92dc33da0bb2012d3ffdb581e1f0050110f09687b32184293d9,20260729,v2
1070,train,4,12.000000,train=4|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,23df81b1f0ac3c84d88eb7dd8602ce0469b5f29c88d54bb182142a8c31a98c0c,20260729,v2
1071,train,2,6.000000,train=0|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,3d8e24764bdf83a78064ab5514f084618f64db484057cac06a46e85a4a8ddaf8,20260729,v2
1072,train,3,9.000000,train=1|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,8f1255c639b163ed965c0830313cc22aa5604c1d62a03f8dc4177adcf2964952,20260729,v2
1073,train,68,204.000000,train=36|train_small=32|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,a29a191fc27f3b86fbacf02a1655ff199203201f9fc456e47b9e16f98212cf6c,20260729,v2
1074,train,243,729.000000,train=0|train_small=0|part=0|test=243,0,200-499,eligible_train,at_least_2_utterances,9c95aa1b438461ba94e2f36afb6984bf5926d725bd44928c8ea91bf1522a32e7,20260729,v2
1075,train,93,279.000000,train=0|train_small=0|part=0|test=93,0,50-99,eligible_train,at_least_2_utterances,67d5ed04203cc61033496f7e84fdb1ce64b9744560013e2d14d6069f4b70ea3e,20260729,v2
1076,validation,31,93.000000,train=31|train_small=0|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,16a39af86b2c61a7d56c7e5d80a30742233ea5e267b4a7f8f7a4c72daafc3f7c,20260729,v2
1077,train,8,24.000000,train=2|train_small=6|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,4eebf188ea47d493eeaacf449d3b9ec7bc46c25c67a121735bc32026e3ff12a0,20260729,v2
1078,train,4,12.000000,train=0|train_small=0|part=0|test=4,0,2-19,eligible_train,at_least_2_utterances,090782ce628fe11b70a8659b069158ab6ddbfedd952ccf6f796f2badc8e63df1,20260729,v2
1079,train,3,9.000000,train=3|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,84e9fadc69f03ba67981aa324decf2187a9d1a3f0ad6bc67530d6e68a8c4edbe,20260729,v2
1080,train,3,9.000000,train=2|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,dab4997cf4b4b10afd746cb84f1f9fe4c83ad0b27cadd17cb17ea822796e8501,20260729,v2
1081,train,5,15.000000,train=2|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,1c03151b81ba17a8e09fb1bfcac10aea92da9abb2e619ce9befe6bee1a47b001,20260729,v2
1082,train,55,165.000000,train=55|train_small=0|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,a1541936b576ef984e7dff019a58862f784aa3231cfc7a06195f67691ce81bc4,20260729,v2
1083,train,13,39.000000,train=7|train_small=6|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,59bd842836d9dea6044ec95c7ee5baf0a3681efc202a9ed0fbf898d6931e7393,20260729,v2
1084,train,14,42.000000,train=5|train_small=9|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,b4c856cb1ccb189a644a53885ae5161c3fb689ca302341d914d4d45d0456d3d3,20260729,v2
1085,train,3,9.000000,train=3|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,504d0c7c94a5be7975195391e61e4da1f123e6df3e47a1463ad06c5869d41594,20260729,v2
