speaker_id,total_utterances,groups,train_utterances,train_small_utterances,test_utterances,part_utterances,unknown_utterances,exactly_1_utterance,fewer_than_2,fewer_than_3,fewer_than_5,fewer_than_10
195,5,train,5,0,0,0,0,0,0,0,0,1
322,5,train,5,0,0,0,0,0,0,0,0,1
380,5,train,5,0,0,0,0,0,0,0,0,1
1018,5,train|train_small,3,2,0,0,0,0,0,0,0,1
1022,5,train|train_small,3,2,0,0,0,0,0,0,0,1
1026,5,train|train_small,3,2,0,0,0,0,0,0,0,1
1049,5,train,5,0,0,0,0,0,0,0,0,1
1052,5,train|train_small,4,1,0,0,0,0,0,0,0,1
1095,5,train|train_small,3,2,0,0,0,0,0,0,0,1
1156,5,train|train_small,3,2,0,0,0,0,0,0,0,1
1175,5,test,0,0,5,0,0,0,0,0,0,1
1178,5,train|train_small,4,1,0,0,0,0,0,0,0,1
1181,5,train,5,0,0,0,0,0,0,0,0,1
1182,5,train|train_small,2,3,0,0,0,0,0,0,0,1
1209,5,train|train_small,1,4,0,0,0,0,0,0,0,1
1227,5,test,0,0,5,0,0,0,0,0,0,1
1268,5,train|train_small,3,2,0,0,0,0,0,0,0,1
1306,5,train|train_small,2,3,0,0,0,0,0,0,0,1
1346,5,train|train_small,4,1,0,0,0,0,0,0,0,1
1386,5,train|train_small,3,2,0,0,0,0,0,0,0,1
1454,5,train|train_small,2,3,0,0,0,0,0,0,0,1
1504,5,train|train_small,4,1,0,0,0,0,0,0,0,1
1537,5,train,5,0,0,0,0,0,0,0,0,1
1538,5,train,5,0,0,0,0,0,0,0,0,1
1545,5,train|train_small,3,2,0,0,0,0,0,0,0,1
1560,5,train|train_small,3,2,0,0,0,0,0,0,0,1
1580,5,train|train_small,2,3,0,0,0,0,0,0,0,1
1604,5,train|train_small,3,2,0,0,0,0,0,0,0,1
1663,5,train_small,0,5,0,0,0,0,0,0,0,1
1703,5,train|train_small,3,2,0,0,0,0,0,0,0,1
1809,5,part,0,0,0,5,0,0,0,0,0,1
1818,5,part,0,0,0,5,0,0,0,0,0,1
1825,5,part,0,0,0,5,0,0,0,0,0,1
1863,5,part,0,0,0,5,0,0,0,0,0,1
1889,5,part,0,0,0,5,0,0,0,0,0,1
1898,5,part,0,0,0,5,0,0,0,0,0,1
1910,5,part,0,0,0,5,0,0,0,0,0,1
2002,5,part,0,0,0,5,0,0,0,0,0,1
2006,5,part,0,0,0,5,0,0,0,0,0,1
2010,5,part,0,0,0,5,0,0,0,0,0,1
2031,5,part,0,0,0,5,0,0,0,0,0,1
2032,5,part,0,0,0,5,0,0,0,0,0,1
2038,5,part,0,0,0,5,0,0,0,0,0,1
2053,5,part,0,0,0,5,0,0,0,0,0,1
2062,5,part,0,0,0,5,0,0,0,0,0,1
2111,5,part,0,0,0,5,0,0,0,0,0,1
2118,5,part,0,0,0,5,0,0,0,0,0,1
2119,5,part,0,0,0,5,0,0,0,0,0,1
2122,5,part,0,0,0,5,0,0,0,0,0,1
2139,5,part,0,0,0,5,0,0,0,0,0,1
2163,5,part,0,0,0,5,0,0,0,0,0,1
2167,5,part,0,0,0,5,0,0,0,0,0,1
2171,5,part,0,0,0,5,0,0,0,0,0,1
2196,5,part,0,0,0,5,0,0,0,0,0,1
2202,5,part,0,0,0,5,0,0,0,0,0,1
2204,5,part,0,0,0,5,0,0,0,0,0,1
2213,5,part,0,0,0,5,0,0,0,0,0,1
2262,5,part,0,0,0,5,0,0,0,0,0,1
160,6,train,6,0,0,0,0,0,0,0,0,1
266,6,train,6,0,0,0,0,0,0,0,0,1
352,6,train,6,0,0,0,0,0,0,0,0,1
412,6,train,6,0,0,0,0,0,0,0,0,1
1144,6,train,6,0,0,0,0,0,0,0,0,1
1185,6,train,6,0,0,0,0,0,0,0,0,1
1202,6,train|train_small,2,4,0,0,0,0,0,0,0,1
1253,6,train|train_small,4,2,0,0,0,0,0,0,0,1
1255,6,train|train_small,3,3,0,0,0,0,0,0,0,1
1258,6,train,6,0,0,0,0,0,0,0,0,1
1311,6,train,6,0,0,0,0,0,0,0,0,1
1343,6,train|train_small,2,4,0,0,0,0,0,0,0,1
1348,6,train|train_small,3,3,0,0,0,0,0,0,0,1
1433,6,train|train_small,1,5,0,0,0,0,0,0,0,1
1520,6,test,0,0,6,0,0,0,0,0,0,1
1536,6,train,6,0,0,0,0,0,0,0,0,1
1566,6,train|train_small,2,4,0,0,0,0,0,0,0,1
1582,6,train|train_small,3,3,0,0,0,0,0,0,0,1
1651,6,train|train_small,3,3,0,0,0,0,0,0,0,1
1711,6,train|train_small,2,4,0,0,0,0,0,0,0,1
1719,6,train|train_small,1,5,0,0,0,0,0,0,0,1
1826,6,part,0,0,0,6,0,0,0,0,0,1
1839,6,part,0,0,0,6,0,0,0,0,0,1
1845,6,part,0,0,0,6,0,0,0,0,0,1
1855,6,part,0,0,0,6,0,0,0,0,0,1
1896,6,part,0,0,0,6,0,0,0,0,0,1
1950,6,part,0,0,0,6,0,0,0,0,0,1
2000,6,part,0,0,0,6,0,0,0,0,0,1
2057,6,part,0,0,0,6,0,0,0,0,0,1
2108,6,part,0,0,0,6,0,0,0,0,0,1
2148,6,part,0,0,0,6,0,0,0,0,0,1
2153,6,part,0,0,0,6,0,0,0,0,0,1
4,7,train,7,0,0,0,0,0,0,0,0,1
119,7,train,7,0,0,0,0,0,0,0,0,1
152,7,train,7,0,0,0,0,0,0,0,0,1
209,7,train,7,0,0,0,0,0,0,0,0,1
211,7,train,7,0,0,0,0,0,0,0,0,1
244,7,train,7,0,0,0,0,0,0,0,0,1
260,7,train,7,0,0,0,0,0,0,0,0,1
1051,7,train|train_small,3,4,0,0,0,0,0,0,0,1
1094,7,test,0,0,7,0,0,0,0,0,0,1
1096,7,train|train_small,4,3,0,0,0,0,0,0,0,1
1119,7,train_small,0,7,0,0,0,0,0,0,0,1
1127,7,train_small,0,7,0,0,0,0,0,0,0,1
1136,7,train|train_small,5,2,0,0,0,0,0,0,0,1
1162,7,train|train_small,3,4,0,0,0,0,0,0,0,1
1176,7,train|train_small,2,5,0,0,0,0,0,0,0,1
1200,7,train|train_small,5,2,0,0,0,0,0,0,0,1
1274,7,train|train_small,4,3,0,0,0,0,0,0,0,1
1282,7,train|train_small,6,1,0,0,0,0,0,0,0,1
1320,7,train|train_small,4,3,0,0,0,0,0,0,0,1
1382,7,train|train_small,4,3,0,0,0,0,0,0,0,1
1393,7,train|train_small,5,2,0,0,0,0,0,0,0,1
1423,7,train,7,0,0,0,0,0,0,0,0,1
1525,7,train,7,0,0,0,0,0,0,0,0,1
1533,7,train,7,0,0,0,0,0,0,0,0,1
1574,7,train|train_small,4,3,0,0,0,0,0,0,0,1
1608,7,train|train_small,3,4,0,0,0,0,0,0,0,1
1621,7,train|train_small,5,2,0,0,0,0,0,0,0,1
1689,7,train_small,0,7,0,0,0,0,0,0,0,1
1819,7,part,0,0,0,7,0,0,0,0,0,1
1847,7,part,0,0,0,7,0,0,0,0,0,1
1859,7,part,0,0,0,7,0,0,0,0,0,1
1877,7,part,0,0,0,7,0,0,0,0,0,1
1879,7,part,0,0,0,7,0,0,0,0,0,1
1884,7,part,0,0,0,7,0,0,0,0,0,1
1909,7,part,0,0,0,7,0,0,0,0,0,1
1965,7,part,0,0,0,7,0,0,0,0,0,1
1993,7,part,0,0,0,7,0,0,0,0,0,1
1997,7,part,0,0,0,7,0,0,0,0,0,1
2035,7,part,0,0,0,7,0,0,0,0,0,1
2123,7,part,0,0,0,7,0,0,0,0,0,1
2161,7,part,0,0,0,7,0,0,0,0,0,1
2177,7,part,0,0,0,7,0,0,0,0,0,1
2200,7,part,0,0,0,7,0,0,0,0,0,1
2264,7,part,0,0,0,7,0,0,0,0,0,1
2279,7,part,0,0,0,7,0,0,0,0,0,1
59,8,train,8,0,0,0,0,0,0,0,0,1
194,8,train,8,0,0,0,0,0,0,0,0,1
353,8,train,8,0,0,0,0,0,0,0,0,1
409,8,train,8,0,0,0,0,0,0,0,0,1
1043,8,train,8,0,0,0,0,0,0,0,0,1
1045,8,train|train_small,5,3,0,0,0,0,0,0,0,1
1083,8,train|train_small,5,3,0,0,0,0,0,0,0,1
1084,8,train|train_small,2,6,0,0,0,0,0,0,0,1
1116,8,train|train_small,4,4,0,0,0,0,0,0,0,1
1126,8,train_small,0,8,0,0,0,0,0,0,0,1
1186,8,train|train_small,3,5,0,0,0,0,0,0,0,1
1196,8,train,8,0,0,0,0,0,0,0,0,1
1217,8,train|train_small,6,2,0,0,0,0,0,0,0,1
1230,8,test,0,0,8,0,0,0,0,0,0,1
1236,8,train,8,0,0,0,0,0,0,0,0,1
1307,8,train|train_small,6,2,0,0,0,0,0,0,0,1
1397,8,train|train_small,2,6,0,0,0,0,0,0,0,1
1409,8,train,8,0,0,0,0,0,0,0,0,1
1448,8,train,8,0,0,0,0,0,0,0,0,1
1457,8,train|train_small,4,4,0,0,0,0,0,0,0,1
1497,8,train|train_small,5,3,0,0,0,0,0,0,0,1
1511,8,train|train_small,4,4,0,0,0,0,0,0,0,1
1591,8,train|train_small,4,4,0,0,0,0,0,0,0,1
1634,8,train|train_small,5,3,0,0,0,0,0,0,0,1
1660,8,train|train_small,6,2,0,0,0,0,0,0,0,1
1827,8,part,0,0,0,8,0,0,0,0,0,1
1842,8,part,0,0,0,8,0,0,0,0,0,1
1857,8,part,0,0,0,8,0,0,0,0,0,1
1875,8,part,0,0,0,8,0,0,0,0,0,1
2012,8,part,0,0,0,8,0,0,0,0,0,1
2051,8,part,0,0,0,8,0,0,0,0,0,1
2159,8,part,0,0,0,8,0,0,0,0,0,1
2195,8,part,0,0,0,8,0,0,0,0,0,1
2203,8,part,0,0,0,8,0,0,0,0,0,1
2210,8,part,0,0,0,8,0,0,0,0,0,1
2266,8,part,0,0,0,8,0,0,0,0,0,1
5,9,train,9,0,0,0,0,0,0,0,0,1
130,9,train,9,0,0,0,0,0,0,0,0,1
339,9,train,9,0,0,0,0,0,0,0,0,1
1007,9,train|train_small,4,5,0,0,0,0,0,0,0,1
1009,9,train|train_small,7,2,0,0,0,0,0,0,0,1
1037,9,train|train_small,4,5,0,0,0,0,0,0,0,1
1046,9,train|train_small,5,4,0,0,0,0,0,0,0,1
1120,9,test,0,0,9,0,0,0,0,0,0,1
1199,9,train|train_small,7,2,0,0,0,0,0,0,0,1
1257,9,train|train_small,6,3,0,0,0,0,0,0,0,1
1291,9,train|train_small,4,5,0,0,0,0,0,0,0,1
1315,9,train|train_small,5,4,0,0,0,0,0,0,0,1
1481,9,train|train_small,4,5,0,0,0,0,0,0,0,1
1483,9,train|train_small,4,5,0,0,0,0,0,0,0,1
1569,9,train,9,0,0,0,0,0,0,0,0,1
1636,9,train|train_small,6,3,0,0,0,0,0,0,0,1
1638,9,train|train_small,4,5,0,0,0,0,0,0,0,1
1869,9,part,0,0,0,9,0,0,0,0,0,1
1961,9,part,0,0,0,9,0,0,0,0,0,1
1995,9,part,0,0,0,9,0,0,0,0,0,1
2037,9,part,0,0,0,9,0,0,0,0,0,1
2045,9,part,0,0,0,9,0,0,0,0,0,1
2061,9,part,0,0,0,9,0,0,0,0,0,1
2064,9,part,0,0,0,9,0,0,0,0,0,1
2065,9,part,0,0,0,9,0,0,0,0,0,1
2093,9,part,0,0,0,9,0,0,0,0,0,1
2125,9,part,0,0,0,9,0,0,0,0,0,1
2188,9,part,0,0,0,9,0,0,0,0,0,1
2212,9,part,0,0,0,9,0,0,0,0,0,1
2268,9,part,0,0,0,9,0,0,0,0,0,1
