speaker_id,final_split,trusted_utterance_count,train_utterance_count,train_small_utterance_count,provenance_signature,utterance_bucket,eligibility_reason
1425,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1426,train,15,6,9,train_and_train_small,10-19,evaluation_eligible_assigned_train
1427,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1428,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
143,validation,209,209,0,train_only,50+,evaluation_eligible_at_least_10
1430,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1433,train,6,1,5,train_and_train_small,under_10,train_eligible
1434,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1435,test,13,13,0,train_only,10-19,evaluation_eligible_at_least_10
1436,validation,44,25,19,train_and_train_small,20-49,evaluation_eligible_at_least_10
1437,test,13,5,8,train_and_train_small,10-19,evaluation_eligible_at_least_10
1438,train,240,240,0,train_only,50+,evaluation_eligible_assigned_train
144,test,164,164,0,train_only,50+,evaluation_eligible_at_least_10
1440,excluded,4,1,3,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1441,train,133,133,0,train_only,50+,evaluation_eligible_assigned_train
1442,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1443,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1445,test,15,9,6,train_and_train_small,10-19,evaluation_eligible_at_least_10
1446,test,60,31,29,train_and_train_small,50+,evaluation_eligible_at_least_10
1448,train,8,8,0,train_only,under_10,train_eligible
1449,train,35,35,0,train_only,20-49,evaluation_eligible_assigned_train
145,test,30,30,0,train_only,20-49,evaluation_eligible_at_least_10
1450,train,162,77,85,train_and_train_small,50+,evaluation_eligible_assigned_train
1451,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1452,train,46,46,0,train_only,20-49,evaluation_eligible_assigned_train
1453,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1454,train,5,2,3,train_and_train_small,under_10,train_eligible
1455,train,15,10,5,train_and_train_small,10-19,evaluation_eligible_assigned_train
1456,test,12,12,0,train_only,10-19,evaluation_eligible_at_least_10
1457,train,8,4,4,train_and_train_small,under_10,train_eligible
1458,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1459,test,44,22,22,train_and_train_small,20-49,evaluation_eligible_at_least_10
146,validation,14,14,0,train_only,10-19,evaluation_eligible_at_least_10
1460,excluded,4,2,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1461,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1463,train,15,10,5,train_and_train_small,10-19,evaluation_eligible_assigned_train
1464,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1465,test,31,19,12,train_and_train_small,20-49,evaluation_eligible_at_least_10
1467,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1468,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1469,test,119,57,62,train_and_train_small,50+,evaluation_eligible_at_least_10
147,train,88,88,0,train_only,50+,evaluation_eligible_assigned_train
1470,train,18,9,9,train_and_train_small,10-19,evaluation_eligible_assigned_train
1471,train,16,9,7,train_and_train_small,10-19,evaluation_eligible_assigned_train
1472,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1473,train,11,5,6,train_and_train_small,10-19,evaluation_eligible_assigned_train
1475,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1476,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1477,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1478,validation,19,7,12,train_and_train_small,10-19,evaluation_eligible_at_least_10
1479,train,31,14,17,train_and_train_small,20-49,evaluation_eligible_assigned_train
148,train,52,52,0,train_only,50+,evaluation_eligible_assigned_train
1481,train,9,4,5,train_and_train_small,under_10,train_eligible
1483,train,9,4,5,train_and_train_small,under_10,train_eligible
1484,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1485,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1487,train,16,11,5,train_and_train_small,10-19,evaluation_eligible_assigned_train
149,validation,52,52,0,train_only,50+,evaluation_eligible_at_least_10
1490,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1492,test,15,15,0,train_only,10-19,evaluation_eligible_at_least_10
1494,test,17,9,8,train_and_train_small,10-19,evaluation_eligible_at_least_10
1497,train,8,5,3,train_and_train_small,under_10,train_eligible
1498,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1499,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
15,train,248,248,0,train_only,50+,evaluation_eligible_assigned_train
150,train,31,31,0,train_only,20-49,evaluation_eligible_assigned_train
1502,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1503,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1504,train,5,4,1,train_and_train_small,under_10,train_eligible
1507,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1509,train,18,11,7,train_and_train_small,10-19,evaluation_eligible_assigned_train
151,train,35,35,0,train_only,20-49,evaluation_eligible_assigned_train
1510,excluded,4,2,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1511,train,8,4,4,train_and_train_small,under_10,train_eligible
1512,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1513,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1514,train,10,10,0,train_only,10-19,evaluation_eligible_assigned_train
1515,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1517,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1519,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
152,train,7,7,0,train_only,under_10,train_eligible
1521,validation,241,126,115,train_and_train_small,50+,evaluation_eligible_at_least_10
1523,train,31,31,0,train_only,20-49,evaluation_eligible_assigned_train
1524,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1525,train,7,7,0,train_only,under_10,train_eligible
1526,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1529,validation,17,7,10,train_and_train_small,10-19,evaluation_eligible_at_least_10
1530,train,57,27,30,train_and_train_small,50+,evaluation_eligible_assigned_train
1532,train,14,5,9,train_and_train_small,10-19,evaluation_eligible_assigned_train
1533,train,7,7,0,train_only,under_10,train_eligible
1534,test,46,28,18,train_and_train_small,20-49,evaluation_eligible_at_least_10
1535,train,87,51,36,train_and_train_small,50+,evaluation_eligible_assigned_train
1536,train,6,6,0,train_only,under_10,train_eligible
1537,train,5,5,0,train_only,under_10,train_eligible
1538,train,5,5,0,train_only,under_10,train_eligible
154,validation,144,144,0,train_only,50+,evaluation_eligible_at_least_10
1540,validation,210,109,101,train_and_train_small,50+,evaluation_eligible_at_least_10
1542,train,40,19,21,train_and_train_small,20-49,evaluation_eligible_assigned_train
1543,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1544,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1545,train,5,3,2,train_and_train_small,under_10,train_eligible
1546,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1547,test,110,60,50,train_and_train_small,50+,evaluation_eligible_at_least_10
1548,validation,170,69,101,train_and_train_small,50+,evaluation_eligible_at_least_10
1549,validation,98,51,47,train_and_train_small,50+,evaluation_eligible_at_least_10
155,train,130,130,0,train_only,50+,evaluation_eligible_assigned_train
1550,test,232,232,0,train_only,50+,evaluation_eligible_at_least_10
1551,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1553,train,24,15,9,train_and_train_small,20-49,evaluation_eligible_assigned_train
1554,validation,42,29,13,train_and_train_small,20-49,evaluation_eligible_at_least_10
1556,train,11,4,7,train_and_train_small,10-19,evaluation_eligible_assigned_train
1557,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1559,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
156,train,76,76,0,train_only,50+,evaluation_eligible_assigned_train
1560,train,5,3,2,train_and_train_small,under_10,train_eligible
1561,train,10,8,2,train_and_train_small,10-19,evaluation_eligible_assigned_train
1563,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1565,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1566,train,6,2,4,train_and_train_small,under_10,train_eligible
1567,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1568,train,11,11,0,train_only,10-19,evaluation_eligible_assigned_train
1569,train,9,9,0,train_only,under_10,train_eligible
157,train,24,24,0,train_only,20-49,evaluation_eligible_assigned_train
1571,validation,16,8,8,train_and_train_small,10-19,evaluation_eligible_at_least_10
1572,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1573,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1574,train,7,4,3,train_and_train_small,under_10,train_eligible
1575,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1576,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1577,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1578,train,13,13,0,train_only,10-19,evaluation_eligible_assigned_train
1579,test,12,8,4,train_and_train_small,10-19,evaluation_eligible_at_least_10
158,train,100,100,0,train_only,50+,evaluation_eligible_assigned_train
1580,train,5,2,3,train_and_train_small,under_10,train_eligible
1581,train,26,11,15,train_and_train_small,20-49,evaluation_eligible_assigned_train
1582,train,6,3,3,train_and_train_small,under_10,train_eligible
1583,excluded,4,3,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1584,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1585,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1586,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1589,validation,23,10,13,train_and_train_small,20-49,evaluation_eligible_at_least_10
159,train,76,76,0,train_only,50+,evaluation_eligible_assigned_train
1590,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1591,train,8,4,4,train_and_train_small,under_10,train_eligible
1593,train,17,6,11,train_and_train_small,10-19,evaluation_eligible_assigned_train
1595,excluded,4,1,3,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1597,excluded,4,3,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1598,train,24,24,0,train_only,20-49,evaluation_eligible_assigned_train
1599,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
16,train,48,48,0,train_only,20-49,evaluation_eligible_assigned_train
160,train,6,6,0,train_only,under_10,train_eligible
1601,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1602,test,34,17,17,train_and_train_small,20-49,evaluation_eligible_at_least_10
1603,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1604,train,5,3,2,train_and_train_small,under_10,train_eligible
1605,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1606,train,26,15,11,train_and_train_small,20-49,evaluation_eligible_assigned_train
1608,train,7,3,4,train_and_train_small,under_10,train_eligible
161,train,11,11,0,train_only,10-19,evaluation_eligible_assigned_train
1610,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1611,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
1612,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1613,train,109,56,53,train_and_train_small,50+,evaluation_eligible_assigned_train
1614,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1616,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1618,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1619,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
162,validation,89,89,0,train_only,50+,evaluation_eligible_at_least_10
1620,train,19,10,9,train_and_train_small,10-19,evaluation_eligible_assigned_train
1621,train,7,5,2,train_and_train_small,under_10,train_eligible
1622,train,167,91,76,train_and_train_small,50+,evaluation_eligible_assigned_train
1624,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1625,test,82,82,0,train_only,50+,evaluation_eligible_at_least_10
1628,train,24,14,10,train_and_train_small,20-49,evaluation_eligible_assigned_train
1629,test,10,6,4,train_and_train_small,10-19,evaluation_eligible_at_least_10
1630,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1631,validation,443,220,223,train_and_train_small,50+,evaluation_eligible_at_least_10
1633,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1634,train,8,5,3,train_and_train_small,under_10,train_eligible
1635,test,23,23,0,train_only,20-49,evaluation_eligible_at_least_10
1636,train,9,6,3,train_and_train_small,under_10,train_eligible
1638,train,9,4,5,train_and_train_small,under_10,train_eligible
1639,train,707,358,349,train_and_train_small,50+,evaluation_eligible_assigned_train
164,train,153,153,0,train_only,50+,evaluation_eligible_assigned_train
1640,validation,685,346,339,train_and_train_small,50+,evaluation_eligible_at_least_10
1642,train,507,263,244,train_and_train_small,50+,evaluation_eligible_assigned_train
1643,train,297,145,152,train_and_train_small,50+,evaluation_eligible_assigned_train
1644,train,51,22,29,train_and_train_small,50+,evaluation_eligible_assigned_train
1646,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1647,excluded,3,1,2,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1648,test,29,16,13,train_and_train_small,20-49,evaluation_eligible_at_least_10
1649,train,121,121,0,train_only,50+,evaluation_eligible_assigned_train
165,train,153,153,0,train_only,50+,evaluation_eligible_assigned_train
1650,validation,67,34,33,train_and_train_small,50+,evaluation_eligible_at_least_10
1651,train,6,3,3,train_and_train_small,under_10,train_eligible
1652,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
1653,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1656,train,54,28,26,train_and_train_small,50+,evaluation_eligible_assigned_train
1657,test,786,399,387,train_and_train_small,50+,evaluation_eligible_at_least_10
1658,test,36,21,15,train_and_train_small,20-49,evaluation_eligible_at_least_10
166,train,5,5,0,train_only,under_10,train_eligible
1660,train,8,6,2,train_and_train_small,under_10,train_eligible
1661,validation,98,98,0,train_only,50+,evaluation_eligible_at_least_10
1662,test,58,58,0,train_only,50+,evaluation_eligible_at_least_10
1663,train,5,0,5,train_small_only,under_10,train_eligible
1664,train,145,74,71,train_and_train_small,50+,evaluation_eligible_assigned_train
1665,validation,997,997,0,train_only,50+,evaluation_eligible_at_least_10
1667,test,15,7,8,train_and_train_small,10-19,evaluation_eligible_at_least_10
1668,train,961,661,300,train_and_train_small,50+,evaluation_eligible_assigned_train
1669,train,1051,527,524,train_and_train_small,50+,evaluation_eligible_assigned_train
167,test,33,33,0,train_only,20-49,evaluation_eligible_at_least_10
1672,train,13,7,6,train_and_train_small,10-19,evaluation_eligible_assigned_train
1673,train,39,22,17,train_and_train_small,20-49,evaluation_eligible_assigned_train
1674,train,32,18,14,train_and_train_small,20-49,evaluation_eligible_assigned_train
1677,train,165,75,90,train_and_train_small,50+,evaluation_eligible_assigned_train
1679,train,38,20,18,train_and_train_small,20-49,evaluation_eligible_assigned_train
1680,train,203,109,94,train_and_train_small,50+,evaluation_eligible_assigned_train
1681,train,11,5,6,train_and_train_small,10-19,evaluation_eligible_assigned_train
1682,train,126,62,64,train_and_train_small,50+,evaluation_eligible_assigned_train
1683,train,284,284,0,train_only,50+,evaluation_eligible_assigned_train
1686,validation,168,168,0,train_only,50+,evaluation_eligible_at_least_10
1687,train,25,25,0,train_only,20-49,evaluation_eligible_assigned_train
1688,train,22,12,10,train_and_train_small,20-49,evaluation_eligible_assigned_train
1689,train,7,0,7,train_small_only,under_10,train_eligible
169,train,192,192,0,train_only,50+,evaluation_eligible_assigned_train
1691,test,28,11,17,train_and_train_small,20-49,evaluation_eligible_at_least_10
1692,train,15,9,6,train_and_train_small,10-19,evaluation_eligible_assigned_train
1695,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1697,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1698,train,211,109,102,train_and_train_small,50+,evaluation_eligible_assigned_train
17,train,5,5,0,train_only,under_10,train_eligible
170,test,218,218,0,train_only,50+,evaluation_eligible_at_least_10
1702,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1703,train,5,3,2,train_and_train_small,under_10,train_eligible
1704,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1705,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1706,train,18,9,9,train_and_train_small,10-19,evaluation_eligible_assigned_train
1707,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1708,train,18,18,0,train_only,10-19,evaluation_eligible_assigned_train
1709,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1710,train,11,8,3,train_and_train_small,10-19,evaluation_eligible_assigned_train
1711,train,6,2,4,train_and_train_small,under_10,train_eligible
1712,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1713,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1714,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1719,train,6,1,5,train_and_train_small,under_10,train_eligible
172,train,22,22,0,train_only,20-49,evaluation_eligible_assigned_train
1720,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1722,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1724,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1726,train,10,6,4,train_and_train_small,10-19,evaluation_eligible_assigned_train
1727,train,190,190,0,train_only,50+,evaluation_eligible_assigned_train
1728,train,10,7,3,train_and_train_small,10-19,evaluation_eligible_assigned_train
173,train,143,143,0,train_only,50+,evaluation_eligible_assigned_train
1730,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1731,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1732,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1734,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
1735,excluded,1,0,1,train_small_only,under_10,fewer_than_5_trusted_utterances
1736,excluded,2,1,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1737,excluded,3,2,1,train_and_train_small,under_10,fewer_than_5_trusted_utterances
1739,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
174,train,50,50,0,train_only,50+,evaluation_eligible_assigned_train
1740,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
1741,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
175,validation,24,24,0,train_only,20-49,evaluation_eligible_at_least_10
176,validation,48,48,0,train_only,20-49,evaluation_eligible_at_least_10
177,test,66,66,0,train_only,50+,evaluation_eligible_at_least_10
179,validation,44,44,0,train_only,20-49,evaluation_eligible_at_least_10
18,train,51,51,0,train_only,50+,evaluation_eligible_assigned_train
180,train,109,109,0,train_only,50+,evaluation_eligible_assigned_train
181,train,37,37,0,train_only,20-49,evaluation_eligible_assigned_train
182,train,29,29,0,train_only,20-49,evaluation_eligible_assigned_train
183,train,85,85,0,train_only,50+,evaluation_eligible_assigned_train
184,train,114,114,0,train_only,50+,evaluation_eligible_assigned_train
185,test,39,39,0,train_only,20-49,evaluation_eligible_at_least_10
186,train,36,36,0,train_only,20-49,evaluation_eligible_assigned_train
187,train,19,19,0,train_only,10-19,evaluation_eligible_assigned_train
188,test,257,257,0,train_only,50+,evaluation_eligible_at_least_10
189,train,20,20,0,train_only,20-49,evaluation_eligible_assigned_train
19,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
190,train,267,267,0,train_only,50+,evaluation_eligible_assigned_train
191,validation,17,17,0,train_only,10-19,evaluation_eligible_at_least_10
192,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
194,train,8,8,0,train_only,under_10,train_eligible
195,train,5,5,0,train_only,under_10,train_eligible
196,train,33,33,0,train_only,20-49,evaluation_eligible_assigned_train
197,train,73,73,0,train_only,50+,evaluation_eligible_assigned_train
198,train,59,59,0,train_only,50+,evaluation_eligible_assigned_train
199,train,30,30,0,train_only,20-49,evaluation_eligible_assigned_train
2,train,57,57,0,train_only,50+,evaluation_eligible_assigned_train
20,train,11,11,0,train_only,10-19,evaluation_eligible_assigned_train
200,train,44,44,0,train_only,20-49,evaluation_eligible_assigned_train
201,test,35,35,0,train_only,20-49,evaluation_eligible_at_least_10
202,train,13,13,0,train_only,10-19,evaluation_eligible_assigned_train
203,validation,45,45,0,train_only,20-49,evaluation_eligible_at_least_10
204,validation,76,76,0,train_only,50+,evaluation_eligible_at_least_10
205,train,79,79,0,train_only,50+,evaluation_eligible_assigned_train
206,train,38,38,0,train_only,20-49,evaluation_eligible_assigned_train
207,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
208,validation,55,55,0,train_only,50+,evaluation_eligible_at_least_10
209,train,7,7,0,train_only,under_10,train_eligible
21,train,75,75,0,train_only,50+,evaluation_eligible_assigned_train
210,train,66,66,0,train_only,50+,evaluation_eligible_assigned_train
211,train,7,7,0,train_only,under_10,train_eligible
212,validation,202,202,0,train_only,50+,evaluation_eligible_at_least_10
213,train,38,38,0,train_only,20-49,evaluation_eligible_assigned_train
214,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
215,train,10,10,0,train_only,10-19,evaluation_eligible_assigned_train
217,test,81,81,0,train_only,50+,evaluation_eligible_at_least_10
218,validation,14,14,0,train_only,10-19,evaluation_eligible_at_least_10
219,validation,24,24,0,train_only,20-49,evaluation_eligible_at_least_10
22,train,13,13,0,train_only,10-19,evaluation_eligible_assigned_train
220,test,15,15,0,train_only,10-19,evaluation_eligible_at_least_10
221,train,47,47,0,train_only,20-49,evaluation_eligible_assigned_train
223,train,99,99,0,train_only,50+,evaluation_eligible_assigned_train
224,train,26,26,0,train_only,20-49,evaluation_eligible_assigned_train
225,train,44,44,0,train_only,20-49,evaluation_eligible_assigned_train
226,test,13,13,0,train_only,10-19,evaluation_eligible_at_least_10
230,train,118,118,0,train_only,50+,evaluation_eligible_assigned_train
231,validation,139,139,0,train_only,50+,evaluation_eligible_at_least_10
232,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
233,validation,98,98,0,train_only,50+,evaluation_eligible_at_least_10
234,validation,34,34,0,train_only,20-49,evaluation_eligible_at_least_10
235,train,53,53,0,train_only,50+,evaluation_eligible_assigned_train
236,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
237,test,159,159,0,train_only,50+,evaluation_eligible_at_least_10
238,train,14,14,0,train_only,10-19,evaluation_eligible_assigned_train
239,train,36,36,0,train_only,20-49,evaluation_eligible_assigned_train
24,train,56,56,0,train_only,50+,evaluation_eligible_assigned_train
241,train,17,17,0,train_only,10-19,evaluation_eligible_assigned_train
242,train,19,19,0,train_only,10-19,evaluation_eligible_assigned_train
243,train,81,81,0,train_only,50+,evaluation_eligible_assigned_train
244,train,7,7,0,train_only,under_10,train_eligible
245,validation,59,59,0,train_only,50+,evaluation_eligible_at_least_10
246,train,54,54,0,train_only,50+,evaluation_eligible_assigned_train
247,validation,22,22,0,train_only,20-49,evaluation_eligible_at_least_10
248,train,189,189,0,train_only,50+,evaluation_eligible_assigned_train
249,train,34,34,0,train_only,20-49,evaluation_eligible_assigned_train
25,train,45,45,0,train_only,20-49,evaluation_eligible_assigned_train
250,train,28,28,0,train_only,20-49,evaluation_eligible_assigned_train
251,train,13,13,0,train_only,10-19,evaluation_eligible_assigned_train
252,train,89,89,0,train_only,50+,evaluation_eligible_assigned_train
253,validation,57,57,0,train_only,50+,evaluation_eligible_at_least_10
255,test,54,54,0,train_only,50+,evaluation_eligible_at_least_10
256,train,37,37,0,train_only,20-49,evaluation_eligible_assigned_train
257,test,37,37,0,train_only,20-49,evaluation_eligible_at_least_10
259,test,163,163,0,train_only,50+,evaluation_eligible_at_least_10
26,train,112,112,0,train_only,50+,evaluation_eligible_assigned_train
260,train,7,7,0,train_only,under_10,train_eligible
262,train,60,60,0,train_only,50+,evaluation_eligible_assigned_train
263,validation,135,135,0,train_only,50+,evaluation_eligible_at_least_10
264,train,90,90,0,train_only,50+,evaluation_eligible_assigned_train
265,train,50,50,0,train_only,50+,evaluation_eligible_assigned_train
266,train,6,6,0,train_only,under_10,train_eligible
267,validation,31,31,0,train_only,20-49,evaluation_eligible_at_least_10
268,train,121,121,0,train_only,50+,evaluation_eligible_assigned_train
269,train,53,53,0,train_only,50+,evaluation_eligible_assigned_train
270,train,43,43,0,train_only,20-49,evaluation_eligible_assigned_train
271,train,106,106,0,train_only,50+,evaluation_eligible_assigned_train
272,train,34,34,0,train_only,20-49,evaluation_eligible_assigned_train
273,validation,16,16,0,train_only,10-19,evaluation_eligible_at_least_10
274,validation,57,57,0,train_only,50+,evaluation_eligible_at_least_10
275,validation,199,199,0,train_only,50+,evaluation_eligible_at_least_10
276,validation,52,52,0,train_only,50+,evaluation_eligible_at_least_10
277,train,152,152,0,train_only,50+,evaluation_eligible_assigned_train
278,train,32,32,0,train_only,20-49,evaluation_eligible_assigned_train
279,train,104,104,0,train_only,50+,evaluation_eligible_assigned_train
28,train,106,106,0,train_only,50+,evaluation_eligible_assigned_train
280,test,12,12,0,train_only,10-19,evaluation_eligible_at_least_10
281,train,16,16,0,train_only,10-19,evaluation_eligible_assigned_train
282,train,13,13,0,train_only,10-19,evaluation_eligible_assigned_train
283,train,62,62,0,train_only,50+,evaluation_eligible_assigned_train
284,train,13,13,0,train_only,10-19,evaluation_eligible_assigned_train
285,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
286,train,118,118,0,train_only,50+,evaluation_eligible_assigned_train
287,train,18,18,0,train_only,10-19,evaluation_eligible_assigned_train
289,train,105,105,0,train_only,50+,evaluation_eligible_assigned_train
29,test,105,105,0,train_only,50+,evaluation_eligible_at_least_10
290,validation,57,57,0,train_only,50+,evaluation_eligible_at_least_10
291,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
292,test,173,173,0,train_only,50+,evaluation_eligible_at_least_10
293,train,132,132,0,train_only,50+,evaluation_eligible_assigned_train
294,test,117,117,0,train_only,50+,evaluation_eligible_at_least_10
296,train,18,18,0,train_only,10-19,evaluation_eligible_assigned_train
297,train,29,29,0,train_only,20-49,evaluation_eligible_assigned_train
298,validation,35,35,0,train_only,20-49,evaluation_eligible_at_least_10
3,test,77,77,0,train_only,50+,evaluation_eligible_at_least_10
30,train,56,56,0,train_only,50+,evaluation_eligible_assigned_train
300,validation,176,176,0,train_only,50+,evaluation_eligible_at_least_10
301,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
302,train,48,48,0,train_only,20-49,evaluation_eligible_assigned_train
303,train,26,26,0,train_only,20-49,evaluation_eligible_assigned_train
304,validation,157,157,0,train_only,50+,evaluation_eligible_at_least_10
305,train,61,61,0,train_only,50+,evaluation_eligible_assigned_train
306,train,19,19,0,train_only,10-19,evaluation_eligible_assigned_train
307,train,12,12,0,train_only,10-19,evaluation_eligible_assigned_train
309,validation,30,30,0,train_only,20-49,evaluation_eligible_at_least_10
31,train,82,82,0,train_only,50+,evaluation_eligible_assigned_train
310,validation,27,27,0,train_only,20-49,evaluation_eligible_at_least_10
311,train,90,90,0,train_only,50+,evaluation_eligible_assigned_train
312,validation,81,81,0,train_only,50+,evaluation_eligible_at_least_10
313,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
